Categorie: Alle categorieÌÇn;;;;;;;;;;;;;;;;;;;;Categorie: Alle categorieÌÇn;;;;;;;;;;;;;;Categorie: Alle categorieÌÇn;;;;;;;;;;;;;;;Categorie: Alle categorieÌÇn;;;;;;;;;
Week,Lionel Messi: (Wereldwijd);;;;;;;;;;;;;;;;;;;;Week;Kylian MbappÌ©: (Wereldwijd);;;;;;;;;;;;;Week,Cristiano Ronaldo: (Wereldwijd);;;;;;;;;;;;;;;Week,Neymar: (Wereldwijd);;;;;;;;;
2/03/14;16;;1/03/15;17;;28/02/16;22;;26/02/17;16;;4/03/18;21;;;;;;;23/02/14;0;15/03/15;0;13/03/16;0;12/03/17;5;18/03/18;2;;;;;23/02/14;16;15/03/15;19;13/03/16;16;12/03/17;13;18/03/18;16;;;;;;23/02/14;6;15/03/15;7;13/03/16;7;12/03/17;6;18/03/18;8
9/03/14;16;;8/03/15;22;;6/03/16;21;;5/03/17;20;;11/03/18;23;;;;;;;2/03/14;0;22/03/15;0;20/03/16;0;19/03/17;6;25/03/18;3;;;;;2/03/14;16;22/03/15;21;20/03/16;16;19/03/17;12;25/03/18;13;;;;;;2/03/14;7;22/03/15;9;20/03/16;7;19/03/17;6;25/03/18;7
16/03/14;18;;15/03/15;25;;13/03/16;21;;12/03/17;15;;18/03/18;20;;;;;;;9/03/14;0;29/03/15;0;27/03/16;0;26/03/17;4;1/04/18;2;;;;;9/03/14;16;29/03/15;18;27/03/16;19;26/03/17;20;1/04/18;44;;;;;;9/03/14;7;29/03/15;7;27/03/16;7;26/03/17;8;1/04/18;6
23/03/14;23;;22/03/15;25;;20/03/16;21;;19/03/17;17;;25/03/18;19;;;;;;;16/03/14;0;5/04/15;0;3/04/16;0;2/04/17;1;8/04/18;1;;;;;16/03/14;19;5/04/15;23;3/04/16;21;2/04/17;15;8/04/18;24;;;;;;16/03/14;7;5/04/15;7;3/04/16;7;2/04/17;6;8/04/18;6
30/03/14;17;;29/03/15;20;;27/03/16;24;;26/03/17;23;;1/04/18;23;;;;;;;23/03/14;0;12/04/15;0;10/04/16;0;9/04/17;5;15/04/18;2;;;;;23/03/14;19;12/04/15;19;10/04/16;26;9/04/17;18;15/04/18;15;;;;;;23/03/14;8;12/04/15;8;10/04/16;7;9/04/17;8;15/04/18;6
6/04/14;17;;5/04/15;21;;3/04/16;23;;2/04/17;17;;8/04/18;22;;;;;;;30/03/14;0;19/04/15;0;17/04/16;0;16/04/17;7;22/04/18;2;;;;;30/03/14;19;19/04/15;20;17/04/16;22;16/04/17;21;22/04/18;16;;;;;;30/03/14;7;19/04/15;8;17/04/16;8;16/04/17;7;22/04/18;6
13/04/14;19;;12/04/15;22;;10/04/16;22;;9/04/17;18;;15/04/18;15;;;;;;;6/04/14;0;26/04/15;0;24/04/16;0;23/04/17;4;29/04/18;1;;;;;6/04/14;21;26/04/15;21;24/04/16;21;23/04/17;20;29/04/18;16;;;;;;6/04/14;7;26/04/15;8;24/04/16;7;23/04/17;7;29/04/18;6
20/04/14;18;;19/04/15;23;;17/04/16;20;;16/04/17;21;;22/04/18;16;;;;;;;13/04/14;0;3/05/15;0;1/05/16;0;30/04/17;8;6/05/18;2;;;;;13/04/14;21;3/05/15;25;1/05/16;20;30/04/17;24;6/05/18;17;;;;;;13/04/14;8;3/05/15;10;1/05/16;6;30/04/17;6;6/05/18;8
27/04/14;17;;26/04/15;25;;24/04/16;18;;23/04/17;44;;29/04/18;17;;;;;;;20/04/14;0;10/05/15;0;8/05/16;0;7/05/17;5;13/05/18;2;;;;;20/04/14;21;10/05/15;25;8/05/16;17;7/05/17;17;13/05/18;13;;;;;;20/04/14;7;10/05/15;10;8/05/16;6;7/05/17;6;13/05/18;9
4/05/14;17;;3/05/15;50;;1/05/16;17;;30/04/17;24;;6/05/18;18;;;;;;;27/04/14;0;17/05/15;0;15/05/16;0;14/05/17;5;20/05/18;3;;;;;27/04/14;27;17/05/15;23;15/05/16;16;14/05/17;16;20/05/18;21;;;;;;27/04/14;7;17/05/15;8;15/05/16;6;14/05/17;5;20/05/18;8
11/05/14;17;;10/05/15;36;;8/05/16;17;;7/05/17;21;;13/05/18;17;;;;;;;4/05/14;0;24/05/15;0;22/05/16;0;21/05/17;4;27/05/18;4;;;;;4/05/14;23;24/05/15;22;22/05/16;22;21/05/17;17;27/05/18;29;;;;;;4/05/14;7;24/05/15;8;22/05/16;7;21/05/17;6;27/05/18;8
18/05/14;18;;17/05/15;30;;15/05/16;17;;14/05/17;18;;20/05/18;18;;;;;;;11/05/14;0;31/05/15;0;29/05/16;0;28/05/17;5;3/06/18;3;;;;;11/05/14;20;31/05/15;23;29/05/16;24;28/05/17;24;3/06/18;21;;;;;;11/05/14;7;31/05/15;15;29/05/16;8;28/05/17;6;3/06/18;10
25/05/14;18;;24/05/15;28;;22/05/16;21;;21/05/17;23;;27/05/18;21;;;;;;;18/05/14;0;7/06/15;0;5/06/16;0;4/06/17;6;10/06/18;13;;;;;18/05/14;29;7/06/15;22;5/06/16;21;4/06/17;30;10/06/18;49;;;;;;18/05/14;8;7/06/15;14;5/06/16;10;4/06/17;6;10/06/18;14
1/06/14;21;;31/05/15;51;;29/05/16;24;;28/05/17;20;;3/06/18;21;;;;;;;25/05/14;0;14/06/15;0;12/06/16;0;11/06/17;7;17/06/18;10;;;;;25/05/14;31;14/06/15;20;12/06/16;31;11/06/17;30;17/06/18;55;;;;;;25/05/14;10;14/06/15;22;12/06/16;9;11/06/17;5;17/06/18;38
8/06/14;31;;7/06/15;36;;5/06/16;27;;4/06/17;21;;10/06/18;45;;;;;;;1/06/14;0;21/06/15;0;19/06/16;0;18/06/17;6;24/06/18;42;;;;;1/06/14;25;21/06/15;20;19/06/16;36;18/06/17;30;24/06/18;52;;;;;;1/06/14;12;21/06/15;15;19/06/16;8;18/06/17;7;24/06/18;23
15/06/14;59;;14/06/15;27;;12/06/16;28;;11/06/17;18;;17/06/18;63;;;;;;;8/06/14;0;28/06/15;0;26/06/16;0;25/06/17;4;1/07/18;63;;;;;8/06/14;35;28/06/15;19;26/06/16;35;25/06/17;27;1/07/18;100;;;;;;8/06/14;36;28/06/15;10;26/06/16;8;25/06/17;7;1/07/18;54
22/06/14;57;;21/06/15;31;;19/06/16;43;;18/06/17;20;;24/06/18;77;;;;;;;15/06/14;0;5/07/15;0;3/07/16;0;2/07/17;5;8/07/18;61;;;;;15/06/14;50;5/07/15;21;3/07/16;37;2/07/17;19;8/07/18;94;;;;;;15/06/14;32;5/07/15;9;3/07/16;7;2/07/17;6;8/07/18;23
29/06/14;52;;28/06/15;30;;26/06/16;93;;25/06/17;31;;1/07/18;40;;;;;;;22/06/14;0;12/07/15;0;10/07/16;0;9/07/17;5;15/07/18;100;;;;;22/06/14;52;12/07/15;18;10/07/16;78;9/07/17;16;15/07/18;41;;;;;;22/06/14;42;12/07/15;8;10/07/16;6;9/07/17;5;15/07/18;15
6/07/14;70;;5/07/15;33;;3/07/16;56;;2/07/17;28;;8/07/18;24;;;;;;;29/06/14;0;19/07/15;0;17/07/16;0;16/07/17;4;22/07/18;17;;;;;29/06/14;28;19/07/15;18;17/07/16;24;16/07/17;15;22/07/18;23;;;;;;29/06/14;99;19/07/15;7;17/07/16;6;16/07/17;23;22/07/18;10
13/07/14;100;;12/07/15;22;;10/07/16;34;;9/07/17;16;;15/07/18;21;;;;;;;6/07/14;0;26/07/15;0;24/07/16;0;23/07/17;15;29/07/18;11;;;;;6/07/14;29;26/07/15;17;24/07/16;22;23/07/17;14;29/07/18;21;;;;;;6/07/14;100;26/07/15;7;24/07/16;7;23/07/17;36;29/07/18;9
20/07/14;29;;19/07/15;21;;17/07/16;21;;16/07/17;14;;22/07/18;17;;;;;;;13/07/14;0;2/08/15;0;31/07/16;0;30/07/17;11;5/08/18;9;;;;;13/07/14;26;2/08/15;22;31/07/16;20;30/07/17;16;5/08/18;17;;;;;;13/07/14;29;2/08/15;7;31/07/16;7;30/07/17;83;5/08/18;6
27/07/14;25;;26/07/15;19;;24/07/16;31;;23/07/17;15;;29/07/18;15;;;;;;;20/07/14;0;9/08/15;0;7/08/16;0;6/08/17;19;12/08/18;8;;;;;20/07/14;23;9/08/15;19;7/08/16;17;6/08/17;15;12/08/18;22;;;;;;20/07/14;17;9/08/15;8;7/08/16;8;6/08/17;24;12/08/18;6
3/08/14;23;;2/08/15;22;;31/07/16;23;;30/07/17;19;;5/08/18;13;;;;;;;27/07/14;0;16/08/15;0;14/08/16;0;13/08/17;13;19/08/18;11;;;;;27/07/14;21;16/08/15;18;14/08/16;16;13/08/17;25;19/08/18;20;;;;;;27/07/14;16;16/08/15;8;14/08/16;11;13/08/17;17;19/08/18;6
10/08/14;19;;9/08/15;24;;7/08/16;20;;6/08/17;15;;12/08/18;15;;;;;;;3/08/14;0;23/08/15;0;21/08/16;0;20/08/17;16;26/08/18;11;;;;;3/08/14;19;23/08/15;18;21/08/16;17;20/08/17;16;26/08/18;17;;;;;;3/08/14;15;23/08/15;11;21/08/16;16;20/08/17;16;26/08/18;6
17/08/14;18;;16/08/15;19;;14/08/16;18;;13/08/17;21;;19/08/18;14;;;;;;;10/08/14;0;30/08/15;0;28/08/16;0;27/08/17;31;2/09/18;11;;;;;10/08/14;20;30/08/15;16;28/08/16;15;27/08/17;15;2/09/18;16;;;;;;10/08/14;12;30/08/15;7;28/08/16;7;27/08/17;10;2/09/18;6
24/08/14;19;;23/08/15;23;;21/08/16;18;;20/08/17;22;;26/08/18;12;;;;;;;17/08/14;0;6/09/15;0;4/09/16;0;3/09/17;12;9/09/18;8;;;;;17/08/14;21;6/09/15;17;4/09/16;15;3/09/17;13;9/09/18;14;;;;;;17/08/14;13;6/09/15;7;4/09/16;7;3/09/17;8;9/09/18;5
31/08/14;17;;30/08/15;19;;28/08/16;20;;27/08/17;17;;2/09/18;14;;;;;;;24/08/14;0;13/09/15;0;11/09/16;0;10/09/17;7;16/09/18;7;;;;;24/08/14;21;13/09/15;20;11/09/16;16;10/09/17;14;16/09/18;32;;;;;;24/08/14;11;13/09/15;6;11/09/16;7;10/09/17;8;16/09/18;6
7/09/14;16;;6/09/15;23;;4/09/16;20;;3/09/17;16;;9/09/18;12;;;;;;;31/08/14;0;20/09/15;0;18/09/16;0;17/09/17;4;23/09/18;6;;;;;31/08/14;18;20/09/15;17;18/09/16;15;17/09/17;14;23/09/18;19;;;;;;31/08/14;10;20/09/15;7;18/09/16;6;17/09/17;12;23/09/18;5
14/09/14;16;;13/09/15;22;;11/09/16;19;;10/09/17;19;;16/09/18;16;;;;;;;7/09/14;0;27/09/15;0;25/09/16;0;24/09/17;7;30/09/18;6;;;;;7/09/14;18;27/09/15;21;25/09/16;15;24/09/17;16;30/09/18;26;;;;;;7/09/14;10;27/09/15;9;25/09/16;6;24/09/17;10;30/09/18;6
21/09/14;19;;20/09/15;22;;18/09/16;18;;17/09/17;17;;23/09/18;13;;;;;;;14/09/14;0;4/10/15;0;2/10/16;0;1/10/17;4;7/10/18;15;;;;;14/09/14;19;4/10/15;18;2/10/16;14;1/10/17;14;7/10/18;23;;;;;;14/09/14;10;4/10/15;6;2/10/16;7;1/10/17;8;7/10/18;5
28/09/14;20;;27/09/15;26;;25/09/16;16;;24/09/17;15;;30/09/18;14;;;;;;;21/09/14;0;11/10/15;0;9/10/16;0;8/10/17;4;14/10/18;9;;;;;21/09/14;19;11/10/15;19;9/10/16;14;8/10/17;14;14/10/18;15;;;;;;21/09/14;9;11/10/15;7;9/10/16;6;8/10/17;9;14/10/18;8
5/10/14;19;;4/10/15;23;;2/10/16;15;;1/10/17;17;;7/10/18;13;;;;;;;28/09/14;0;18/10/15;0;16/10/16;0;15/10/17;4;21/10/18;6;;;;;28/09/14;19;18/10/15;17;16/10/16;15;15/10/17;13;21/10/18;18;;;;;;28/09/14;10;18/10/15;8;16/10/16;6;15/10/17;7;21/10/18;7
12/10/14;19;;11/10/15;21;;9/10/16;16;;8/10/17;27;;14/10/18;16;;;;;;;5/10/14;0;25/10/15;0;23/10/16;0;22/10/17;4;28/10/18;9;;;;;5/10/14;20;25/10/15;16;23/10/16;15;22/10/17;18;28/10/18;18;;;;;;5/10/14;9;25/10/15;6;23/10/16;6;22/10/17;8;28/10/18;6
19/10/14;23;;18/10/15;19;;16/10/16;21;;15/10/17;18;;21/10/18;19;;;;;;;12/10/14;0;1/11/15;0;30/10/16;0;29/10/17;3;4/11/18;8;;;;;12/10/14;19;1/11/15;18;30/10/16;14;29/10/17;14;4/11/18;16;;;;;;12/10/14;10;1/11/15;6;30/10/16;6;29/10/17;9;4/11/18;5
26/10/14;17;;25/10/15;18;;23/10/16;18;;22/10/17;19;;28/10/18;15;;;;;;;19/10/14;0;8/11/15;0;6/11/16;0;5/11/17;3;11/11/18;6;;;;;19/10/14;24;8/11/15;23;6/11/16;15;5/11/17;12;11/11/18;16;;;;;;19/10/14;10;8/11/15;13;6/11/16;7;5/11/17;8;11/11/18;5
2/11/14;20;;1/11/15;19;;30/10/16;18;;29/10/17;16;;4/11/18;13;;;;;;;26/10/14;0;15/11/15;0;13/11/16;0;12/11/17;3;18/11/18;10;;;;;26/10/14;21;15/11/15;21;13/11/16;15;12/11/17;17;18/11/18;13;;;;;;26/10/14;9;15/11/15;8;13/11/16;6;12/11/17;8;18/11/18;7
9/11/14;16;;8/11/15;21;;6/11/16;22;;5/11/17;15;;11/11/18;12;;;;;;;2/11/14;0;22/11/15;0;20/11/16;0;19/11/17;3;25/11/18;7;;;;;2/11/14;21;22/11/15;20;20/11/16;23;19/11/17;14;25/11/18;13;;;;;;2/11/14;8;22/11/15;9;20/11/16;7;19/11/17;7;25/11/18;7
16/11/14;19;;15/11/15;25;;13/11/16;22;;12/11/17;14;;18/11/18;11;;;;;;;9/11/14;0;29/11/15;0;27/11/16;0;26/11/17;3;2/12/18;9;;;;;9/11/14;19;29/11/15;20;27/11/16;20;26/11/17;13;2/12/18;15;;;;;;9/11/14;8;29/11/15;9;27/11/16;8;26/11/17;7;2/12/18;6
23/11/14;30;;22/11/15;24;;20/11/16;20;;19/11/17;16;;25/11/18;13;;;;;;;16/11/14;0;6/12/15;0;4/12/16;0;3/12/17;4;9/12/18;6;;;;;16/11/14;19;6/12/15;21;4/12/16;18;3/12/17;19;9/12/18;13;;;;;;16/11/14;8;6/12/15;8;4/12/16;5;3/12/17;6;9/12/18;5
30/11/14;20;;29/11/15;23;;27/11/16;21;;26/11/17;16;;2/12/18;14;;;;;;;23/11/14;0;13/12/15;0;11/12/16;0;10/12/17;4;;543;;;;;23/11/14;22;13/12/15;16;11/12/16;24;10/12/17;16;;1165;;;;;;23/11/14;8;13/12/15;7;11/12/16;5;10/12/17;7;;
7/12/14;24;;6/12/15;20;;4/12/16;19;;3/12/17;17;;9/12/18;20;;;;;;;30/11/14;0;20/12/15;0;18/12/16;0;17/12/17;5;;;;;;;30/11/14;19;20/12/15;19;18/12/16;19;17/12/17;17;;;;;;;;30/11/14;7;20/12/15;9;18/12/16;6;17/12/17;7;;487
14/12/14;18;;13/12/15;21;;11/12/16;23;;10/12/17;15;;;;;;;;;;7/12/14;0;27/12/15;0;25/12/16;0;24/12/17;4;;;;;;;7/12/14;23;27/12/15;19;25/12/16;17;24/12/17;15;;;;;;;;7/12/14;8;27/12/15;9;25/12/16;6;24/12/17;7;;
21/12/14;20;;20/12/15;24;;18/12/16;21;;17/12/17;18;;;;;;;;;;14/12/14;0;;0;;0;31/12/17;3;;;;;;;14/12/14;20;;1065;;1073;31/12/17;13;;;;;;;;14/12/14;7;;449;;;31/12/17;9;;
28/12/14;20;;27/12/15;22;;25/12/16;18;;24/12/17;20;;;;;;;;;;21/12/14;0;;;;;;;;;;;;;21/12/14;25;;;;;;889;;;;;;;;21/12/14;9;;;;385;;522;;
;;;;;;;;;;;;;;;;;;;;28/12/14;0;;;;;;;;;;;;;28/12/14;21;;;;;;;;;;;;;;28/12/14;9;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;1232;;;;;;;;;;;;;;;769;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1247;;;1276;;;1263;;;995;;;968;;;;;;;;0;;0;;0;;288;;543;;;;;;1232;;1065;;1073;;889;;1165;;;;;;;769;;449;;385;;522;;487
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Interesse in de loop der tijd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;2014;2015;2016;2017;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Lionel messi;1247;1276;1263;995;968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Kylian Mbappe;0;0;0;288;543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Cristiano Ronaldo;1232;1065;1073;889;1165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Neymar;769;449;385;522;487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
